Num_Acc;catr;voie;v1;v2;circ;nbv;vosp;prof;pr;pr1;plan;lartpc;larrout;surf;infra;situ;vma
202 000 008 377,00;1;115;0;N/A;3;8;0;1;0;200;3;;-1;1;0;1;90
202 000 008 378,00;1;A4;0;N/A;1;5;0;1;6;300;1;;-1;2;0;1;110
202 000 008 379,00;3;ROUTE PROVINCIALE DU NORMANDIE;0;N/A;2;2;0;1;6;865;1;;-1;2;2;1;70
202 000 008 380,00;4;PRINCE HINOI (AVENUE);0;N/A;3;4;0;1;0;0;1;;-1;1;5;1;60
202 000 008 381,00;2;doujani-Mosquée doujani ( rue );0;N/A;2;0;0;1;2;980;1;;-1;1;0;1;50
202 000 008 382,00;2;tsoundzou-KOUALE ( rue de );0;N/A;2;0;0;1;4;315;1;;-1;1;0;1;50
202 000 008 383,00;2;mgombani-Mahabou (rue de );0;N/A;2;0;0;1;0;800;1;;-1;1;0;1;50
202 000 008 384,00;4;convalescence/vetivers-Seize Villas ( ru;0;N/A;2;0;0;2;0;0;1;;-1;2;0;1;50
202 000 008 385,00;2;mamoudzou centre-Adrian SOULI (avenue);0;N/A;2;0;0;1;0;0;1;;-1;1;0;1;50
202 000 008 386,00;4;28;0;N/A;2;2;0;2;0;0;1;;-1;1;9;1;50
202 000 008 387,00;3;43;0;N/A;2;2;0;2;1;570;3;;-1;1;0;1;50
202 000 008 388,00;4;PREVOT (ERNEST);0;N/A;1;2;0;1;-1;-1;1;;-1;1;0;1;50
202 000 008 389,00;4;DOMER                               (R );0;N/A;1;2;2;1;0;0;1;;-1;1;0;1;50
202 000 008 390,00;4;N/A;0;N/A;1;2;0;1;0;0;1;;-1;2;0;1;50
202 000 008 391,00;2;1;0;N/A;2;4;0;1;4;699;1;;-1;1;2;1;50
202 000 008 392,00;4;IMP DE L'AULNAYE DRACOURT;0;N/A;2;2;0;3;0;0;1;;-1;2;0;1;50
202 000 008 393,00;2;7;0;N/A;1;2;0;1;0;0;1;;-1;1;0;1;50
202 000 008 394,00;3;26;0;N/A;2;2;0;1;2;450;1;;-1;2;5;1;50
202 000 008 395,00;4; Rue de la Blaiserie;0;N/A;1;2;0;1;-1;-1;3;;-1;1;0;1;50
202 000 008 396,00;3;43;0;N/A;1;2;0;1;5;1017;2;;-1;2;9;1;50
202 000 008 397,00;3;6;0;N/A;2;2;1;1;12;900;1;;-1;2;0;1;50
202 000 008 398,00;4;N/A;0;N/A;2;2;0;1;0;0;1;;-1;1;5;1;50
202 000 008 399,00;3;306;0;N/A;1;3;1;1;21;100;3;;-1;1;9;5;50
202 000 008 400,00;4;N/A;0;N/A;2;2;0;1;0;0;1;;-1;2;0;1;30
202 000 008 401,00;4;N/A;0;N/A;1;2;1;1;0;0;2;;-1;2;0;1;30
202 000 008 402,00;4;NIEL (RUE);0;N/A;2;2;0;1;-1;-1;1;;-1;1;0;1;50
202 000 008 403,00;7;765;0;N/A;3;4;0;1;-1;-1;1;;-1;1;0;1;50
202 000 008 404,00;4;RUE DU PONT A FOURCHON;0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
202 000 008 405,00;3;570;0;N/A;2;2;0;1;37;403;1;;-1;1;5;1;50
202 000 008 406,00;3;REPUBLIQUE ( BOULEVARD DE );0;N/A;3;4;0;2;2;33;1;;-1;2;0;1;90
202 000 008 407,00;4;VAL DE SAIRE (RUE DU);0;N/A;2;6;0;1;0;0;1;;-1;2;0;1;50
202 000 008 408,00;4;PREVERT (AVENUE JACQUES);0;N/A;2;2;0;2;0;0;1;;-1;1;0;1;50
202 000 008 409,00;4;N/A;0;N/A;1;2;0;1;-1;-1;1;;-1;1;0;1;50
202 000 008 410,00;3;1075;0;N/A;1;2;3;1;91;750;1;;-1;2;0;1;50
202 000 008 411,00;3;37;0;N/A;3;2;0;2;-1;-1;1;;-1;1;0;1;90
202 000 008 412,00;3;RD 137;0;N/A;3;4;0;1;0;58;1;;-1;2;0;3;50
202 000 008 413,00;3;RD 137;0;N/A;3;4;0;2;53;600;1;;-1;2;0;8;90
202 000 008 414,00;4;Allée du Bois;0;N/A;2;2;1;1;0;0;1;;-1;2;0;3;50
202 000 008 415,00;4;RUE DE SEM;0;N/A;2;4;2;1;-1;-1;3;;-1;2;0;8;50
202 000 008 416,00;4;Rue de la Republique;0;N/A;-1;2;0;2;0;0;1;;-1;2;5;1;50
202 000 008 417,00;4;CORDOUAN   RUE DU;0;N/A;1;1;0;1;0;0;1;;-1;1;0;1;30
202 000 008 418,00;4;N/A;0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
202 000 008 419,00;7;ALBERT EINSTEIN (RUE);0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
202 000 008 420,00;4;PARIS (BOULEVARD DE);0;N/A;1;4;0;2;0;0;1;;-1;1;0;1;50
202 000 008 421,00;4;N/A;0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;30
202 000 008 422,00;7;ROUET (RUE DU);0;N/A;1;2;0;1;0;0;1;;-1;1;0;1;50
202 000 008 423,00;4;BONNEVEINE (AVENUE);0;N/A;2;2;0;1;1;0;1;;-1;1;0;1;50
202 000 008 424,00;4;N/A;0;N/A;2;1;0;1;0;0;1;;-1;1;5;1;50
202 000 008 425,00;7;LIEUTAUD (COURS);0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
202 000 008 426,00;4;CARNOT (AVENUE);0;N/A;2;2;0;1;0;0;1;;-1;1;0;3;50
202 000 008 427,00;3;ROCADE EST (RD 610);0;N/A;1;2;0;1;0;0;2;;-1;2;0;1;50
202 000 008 428,00;4;PROVENCE (AVENUE DE);0;N/A;1;1;0;1;0;0;1;;-1;1;0;4;50
202 000 008 429,00;4;N/A;0;N/A;2;2;0;1;0;0;1;;-1;2;0;1;50
202 000 008 430,00;4;N/A;0;N/A;1;3;0;1;0;0;1;;-1;1;0;1;50
202 000 008 431,00;4;N/A;0;N/A;1;3;0;1;0;0;1;;-1;1;0;1;50
202 000 008 432,00;4;LUCIEN FRANCAIS (AV);0;N/A;2;2;0;1;0;0;1;;-1;2;0;1;50
202 000 008 433,00;4;GAMBETTA (AV);0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
202 000 008 434,00;3;247;0;N/A;2;2;0;1;0;1;1;;-1;1;0;1;50
202 000 008 435,00;4;CHAPIT RE ( RUE DU);0;N/A;1;2;0;1;0;0;1;;-1;1;0;1;30
202 000 008 436,00;3;"""LANDY RD 20, NR PAIRS 2 A 144""";0;N/A;2;2;1;1;0;1;1;;-1;1;0;1;50
202 000 008 437,00;4;N/A;0;N/A;2;3;0;1;0;0;1;;-1;2;5;1;50
202 000 008 438,00;3;PARIS (RUE DE);0;N/A;1;2;0;1;0;1;1;;-1;2;0;4;50
202 000 008 439,00;4;CENTRE;0;N/A;1;2;0;1;0;0;1;;-1;1;0;1;50
202 000 008 440,00;4;N/A;0;N/A;1;1;0;1;1;0;1;;-1;1;0;1;50
202 000 008 441,00;4;N/A;0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
202 000 008 442,00;4;HAUTS CLOSEAUX (RUE DES);0;N/A;1;1;0;4;0;0;1;;-1;2;0;1;50
202 000 008 443,00;3;985;0;N/A;2;1;0;1;0;0;1;;-1;2;0;1;50
202 000 008 444,00;3;913;0;N/A;3;5;0;1;0;0;1;;-1;2;5;1;50
202 000 008 445,00;4;HOUTRAITS (RUE DES);0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
202 000 008 446,00;4;PARIS (RUE DE) ;0;N/A;2;2;0;2;22;0;1;;-1;1;0;1;30
202 000 008 447,00;4;EUGENE CARON (RUE);0;N/A;1;1;2;1;0;0;1;;-1;2;0;1;50
202 000 008 448,00;3;13;0;N/A;2;2;0;1;0;0;1;;-1;1;9;1;50
202 000 008 449,00;3;2;0;N/A;2;1;0;1;0;0;3;;-1;3;8;1;50
202 000 008 450,00;3;906;0;N/A;2;5;0;1;0;0;1;;-1;2;5;1;50
202 000 008 451,00;2;1;0;N/A;2;2;0;1;-1;-1;1;;-1;1;0;1;80
202 000 008 452,00;3;39;-1;N/A;2;2;0;2;12;900;2;;-1;1;0;3;80
202 000 008 453,00;3;767;0;N/A;3;4;0;1;27;-1;3;;-1;2;0;3;110
202 000 008 454,00;3;26;-1;N/A;2;2;0;1;5;780;1;;-1;1;0;1;80
202 000 008 455,00;3;198;-1;N/A;2;2;0;1;5;80;1;;-1;1;0;1;80
202 000 008 456,00;3;105;-1;N/A;2;2;0;2;25;100;1;;-1;5;0;1;80
202 000 008 457,00;3;947;0;D;2;2;0;4;14;800;2;;-1;2;0;8;80
202 000 008 458,00;3;43;0;N/A;2;2;0;1;5;300;1;;-1;2;0;1;80
202 000 008 459,00;3;17;0;D;2;2;0;1;22;560;1;;-1;2;0;1;90
202 000 008 460,00;3;47;0;N/A;2;2;0;1;4;800;1;;-1;2;0;1;80
202 000 008 461,00;4;chemin les Granges;0;N/A;-1;2;0;1;0;-1;1;;-1;6;0;1;-1
202 000 008 462,00;6;N/A;0;N/A;-1;-1;0;1;-1;-1;1;;-1;2;0;1;-1
202 000 008 463,00;3;C103;-1;N/A;2;2;0;1;-1;-1;1;;-1;2;9;1;80
202 000 008 464,00;1;404;-1;N/A;1;4;0;1;1;600;3;;-1;2;0;1;110
202 000 008 465,00;2;1;-1;N/A;2;2;0;2;232;130;2;;-1;2;0;1;110
202 000 008 466,00;2;0;0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
202 000 008 467,00;4;Avenue des frères kennedy;-1;N/A;2;2;1;1;-1;-1;1;;-1;1;0;1;50
202 000 008 468,00;4;N/A;-1;N/A;2;2;0;1;-1;-1;1;;-1;1;0;3;50
202 000 008 469,00;3;118;0;D;2;2;1;1;-1;-1;3;;-1;2;9;1;70
202 000 008 470,00;4;NC;0;N/A;2;2;0;2;-1;-1;1;;-1;1;0;1;50
202 000 008 471,00;3;89;0;N/A;2;2;0;1;10;272;1;;-1;2;0;1;70
202 000 008 472,00;3;4;-1;E;2;2;0;2;0;375;4;;-1;1;0;1;80
202 000 008 473,00;3;38;0;N/A;2;2;0;2;6;200;1;;-1;2;0;1;70
202 000 008 474,00;3;225;0;N/A;2;2;0;1;0;705;1;;-1;1;0;1;50
202 000 008 475,00;3;3;0;N/A;2;2;0;1;58;200;1;;-1;1;0;1;50
202 000 008 476,00;3;680;0;N/A;1;2;0;1;0;0;1;;-1;1;5;1;80
202 000 008 477,00;4;LEON UNGEMACH (RUE);0;N/A;1;1;0;1;0;0;1;;-1;1;0;1;50
202 000 008 478,00;4;GUYNEMER (AVENUE GEORGES);0;N/A;2;4;0;1;0;0;1;;-1;1;0;1;50
202 000 008 479,00;3;R D 900;0;N/A;2;4;0;1;0;100;1;;-1;1;0;1;50
202 000 008 480,00;4;N/A;0;N/A;2;2;0;1;0;0;1;;-1;1;9;1;50
202 000 008 481,00;7;210a;0;N/A;2;2;0;1;-1;-1;1;;-1;1;0;1;80
202 000 008 482,00;7;69;-1;N/A;1;3;-1;1;-1;-1;1;;-1;1;0;1;-1
202 000 008 483,00;4;N/A;0;N/A;2;2;0;1;0;0;2;;-1;1;0;1;50
202 000 008 484,00;3;259;0;N/A;2;2;0;1;1;340;3;;-1;2;0;3;80
202 000 008 485,00;3;99;0;N/A;2;2;0;1;-1;-1;1;;-1;2;0;1;50
202 000 008 486,00;3;644;0;N/A;3;2;0;1;1;0;1;;-1;1;5;1;50
202 000 008 487,00;4;N/A;0;N/A;2;3;0;1;0;0;1;;-1;2;0;1;50
202 000 008 488,00;4;N/A;0;N/A;2;2;0;1;-1;-1;1;;-1;1;0;1;30
202 000 008 489,00;4;N/A;0;N/A;2;2;0;1;-1;-1;1;;-1;2;0;1;50
202 000 008 490,00;4;LAITERIE IMPASSE ET PLACE;0;N/A;-1;2;0;1;-1;-1;1;;-1;1;0;1;30
202 000 008 491,00;4;PONTS DE CE;0;N/A;-1;2;0;1;1;0;1;;-1;1;0;1;50
202 000 008 492,00;3;BEYNE (CARREFOUR DE LA );0;N/A;1;1;0;1;3;888;2;;-1;7;5;1;50
202 000 008 493,00;4;N/A;0;N/A;3;2;0;1;-1;-1;1;;-1;1;0;1;50
202 000 008 494,00;4;TELLIER (RUE RAYMOND);0;N/A;2;2;0;2;-1;-1;1;;-1;1;0;1;50
202 000 008 495,00;4;N/A;0;N/A;2;2;0;1;-1;-1;1;;-1;1;0;1;50
202 000 008 496,00;4;N/A;0;N/A;2;3;1;2;0;0;1;;-1;1;0;8;50
202 000 008 497,00;3;632;0;W;2;2;0;1;0;177;1;;-1;1;0;1;50
202 000 008 498,00;4;ALPHONSE DAUDET (AVENUE);0;N/A;2;2;0;1;1;0;1;;-1;1;0;1;50
202 000 008 499,00;3;25;0;N/A;2;2;0;1;35;1236;1;;-1;1;9;1;80
202 000 008 500,00;4;N/A;0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
202 000 008 501,00;4;JOFFRE   BOULEVARD (79 et 18);0;N/A;1;2;0;1;0;0;1;;-1;1;0;1;50
202 000 008 502,00;3;D405;0;N/A;2;2;0;1;1;0;1;;-1;1;0;1;80
202 000 008 503,00;3;4;0;N/A;3;3;0;1;1;0;1;;-1;1;0;1;50
202 000 008 504,00;4;PONT DE VIVAUX (BOULEVARD);0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
202 000 008 505,00;2;569;0;N/A;-1;2;0;1;1000;0;1;;-1;1;0;1;80
202 000 008 506,00;3;10;0;N/A;2;2;0;1;4;800;1;;-1;1;0;1;70
202 000 008 507,00;3;VERDUN (AVENUE DE);0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
202 000 008 508,00;3;RD 6161 - Rocade Ouest;0;N/A;2;3;0;1;4;0;3;;-1;1;0;1;70
202 000 008 509,00;4;CHOMEDEY DE MAISONNEUVE (AVE);0;N/A;1;2;1;1;0;0;1;;-1;1;0;5;50
202 000 008 510,00;4;CHIRIS (AVENUE, IMPASSE ET TRAVERSE);0;N/A;1;1;0;2;0;0;4;;-1;1;5;1;30
202 000 008 511,00;4;N/A;0;N/A;1;4;0;1;34;0;1;;-1;1;0;1;70
202 000 008 512,00;4;N/A;0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
202 000 008 513,00;4;N/A;0;N/A;2;2;1;3;0;0;1;;-1;1;0;1;50
202 000 008 514,00;4;N/A;0;N/A;2;2;1;1;0;0;1;;-1;1;-1;5;50
202 000 008 515,00;4;N/A;0;N/A;2;2;1;1;0;0;1;;-1;1;-1;5;30
202 000 008 516,00;4;N/A;0;N/A;1;2;0;2;0;0;1;;-1;1;0;1;50
202 000 008 517,00;4;N/A;0;N/A;2;4;0;1;0;0;2;;-1;2;0;1;50
202 000 008 518,00;4;N/A;0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
202 000 008 519,00;4;N/A;0;N/A;2;6;0;1;0;0;1;;-1;1;0;1;50
202 000 008 520,00;4;N/A;0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
202 000 008 521,00;4;N/A;0;N/A;2;6;2;1;0;0;1;;-1;1;-1;5;50
202 000 008 522,00;4;N/A;0;N/A;2;5;1;1;0;0;1;;-1;1;-1;5;30
202 000 008 523,00;4;FRANCIS MARTIN (R);0;N/A;1;0;0;1;0;1;1;;-1;1;0;1;30
202 000 008 524,00;3;19;0;B;1;2;0;1;-1;-1;1;;-1;2;0;1;50
202 000 008 525,00;3;PONT DE CHENNEVIERES (R DU);0;N/A;2;2;0;1;0;0;4;;-1;1;1;1;50
202 000 008 526,00;3;4;0;N/A;2;2;1;1;0;1;1;;-1;1;8;1;50
202 000 008 527,00;3;902;0;N/A;2;4;0;1;0;1;2;;-1;1;0;1;50
202 000 008 528,00;3;NEUILLY (ROUTE);0;N/A;-1;2;0;1;0;1;1;;-1;2;0;1;30
202 000 008 529,00;3;902;0;N/A;2;2;-1;1;0;1;1;;-1;1;6;6;30
202 000 008 530,00;3;30;0;N/A;1;2;0;1;0;1;1;;-1;1;6;1;50
202 000 008 531,00;4;MARECHAL JUIN (AV DU);0;N/A;4;4;0;1;0;0;1;;-1;1;0;1;50
202 000 008 532,00;3;20;0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
202 000 008 533,00;3;6;0;N/A;2;3;0;1;0;0;2;;-1;1;8;8;50
202 000 008 534,00;3;4;-1;N/A;2;2;0;2;6;430;1;;-1;1;0;1;50
202 000 008 535,00;3;133;-1;N/A;2;2;0;1;2;0;1;;-1;1;0;3;90
202 000 008 536,00;3;4;-1;N/A;-1;2;0;1;-1;-1;1;;-1;2;0;8;80
202 000 008 537,00;3;21;-1;N/A;2;2;0;1;11;150;1;;-1;1;0;1;80
202 000 008 538,00;3;1;0;D;2;2;0;1;-1;31;3;;-1;1;0;3;70
202 000 008 539,00;3;332;-1;N/A;2;2;0;1;19;500;1;;-1;1;0;1;50
202 000 008 540,00;3;96;-1;N/A;2;2;0;2;17;200;1;;-1;2;0;8;50
202 000 008 541,00;3;934;0;D;2;2;0;2;13;700;1;;-1;1;0;1;80
202 000 008 542,00;1;85;0;A;1;1;0;2;175;970;2;;-1;1;0;1;-1
202 000 008 543,00;3;1093;-1;N/A;2;2;0;1;16;900;1;;-1;1;0;1;80
202 000 008 544,00;3;938;0;N/A;2;2;0;1;2;980;1;;-1;1;0;1;90
202 000 008 545,00;3;653;-1;N/A;2;2;0;1;62;155;1;;-1;1;0;8;80
202 000 008 546,00;3;347;0;N/A;2;2;0;1;22;900;1;;-1;1;0;1;90
202 000 008 547,00;3;12;2;N/A;2;1;0;1;-1;-1;1;;-1;7;0;1;30
202 000 008 548,00;3;419;0;N/A;2;2;0;1;28;800;1;;-1;1;0;3;80
202 000 008 549,00;3;415;0;N/A;2;2;0;1;1;680;3;;-1;1;0;3;80
202 000 008 550,00;3;209;0;N/A;2;2;0;1;4;800;3;;-1;1;0;3;80
202 000 008 551,00;4;N/A;-1;N/A;2;2;0;1;-1;-1;2;;-1;1;0;3;70
202 000 008 552,00;3;31;0;N/A;2;2;0;1;35;142;3;;-1;1;0;1;80
202 000 008 553,00;3;87;0;N/A;2;2;0;1;20;889;2;;-1;1;0;1;50
202 000 008 554,00;3;632;0;N/A;2;2;0;2;-1;-1;1;;-1;1;0;1;50
202 000 008 555,00;3;817;-1;N/A;2;2;0;1;50;873;1;;-1;1;0;1;80
202 000 008 556,00;3;51;0; -;2;2;0;1;47;20;1;;-1;1;0;1;80
202 000 008 557,00;3;992;0;N/A;2;2;0;1;28;940;1;;-1;1;5;3;80
202 000 008 558,00;3;570;0;D;2;2;0;1;61;500;1;;-1;1;0;1;80
202 000 008 559,00;3;22;-1;N/A;2;2;0;2;15;200;1;;-1;2;0;1;50
202 000 008 560,00;3;11;0;D;2;2;0;2;4;300;4;;-1;1;0;1;80
202 000 008 561,00;3;67;-1;N/A;2;2;0;1;5;100;2;;-1;1;0;3;80
202 000 008 562,00;3;N/A;0;N/A;2;2;2;2;-1;-1;1;;-1;1;0;4;50
202 000 008 563,00;4;38 Route du Lac d'Orient;0;N/A;2;2;0;1;-1;-1;1;;-1;1;0;1;50
202 000 008 564,00;3;38;0;N/A;-1;2;0;1;51;400;1;;-1;1;0;1;90
202 000 008 565,00;3;833;-1;N/A;2;2;0;2;28;145;1;;-1;1;0;3;80
202 000 008 566,00;3;1;-1;D;2;2;0;1;-1;-1;1;;-1;2;0;1;80
202 000 008 567,00;3;92;-1;N/A;2;2;0;1;0;870;2;;-1;1;0;4;50
202 000 008 568,00;3;938;-1;N/A;2;1;0;3;30;760;3;;-1;1;0;1;90
202 000 008 569,00;3;11;-1;N/A;2;2;0;1;7;77;3;;-1;1;0;1;80
202 000 008 570,00;3;9;-1;N/A;2;2;0;2;10;953;1;;-1;1;0;1;80
202 000 008 571,00;3;6;-1;N/A;2;2;0;2;3;850;1;;-1;1;0;3;50
202 000 008 572,00;1;62;0;A;1;3;0;1;220;599;1;;-1;1;0;1;110
202 000 008 573,00;3;103;-1;N/A;1;2;0;1;3;919;1;;-1;1;0;1;90
202 000 008 574,00;6;N/A;-1;N/A;1;1;0;1;-1;-1;1;;-1;1;0;1;30
202 000 008 575,00;1;A63;-1;N/A;3;5;0;2;202;700;2;;-1;1;0;1;130
202 000 008 576,00;3;2;-1;N/A;2;2;0;1;47;411;1;;-1;7;0;3;80
202 000 008 577,00;3;158;0;N/A;1;2;0;1;10;200;2;;-1;1;5;1;80
202 000 008 578,00;3;204;0;N/A;2;2;0;1;5;200;1;;-1;1;0;1;50
202 000 008 579,00;3;517;-1;N/A;2;2;0;1;12;900;3;;-1;1;5;1;80
202 000 008 580,00;3;735;0;D;2;2;0;1;19;600;1;;-1;1;0;1;50
202 000 008 581,00;3;936;-1;N/A;2;2;0;1;9;790;1;;-1;1;0;1;50
202 000 008 582,00;3;760;0;N/A;2;2;0;1;82;60;1;;-1;1;0;1;50
202 000 008 583,00;3;6;-1;N/A;2;2;0;1;41;700;1;;-1;1;0;1;80
202 000 008 584,00;3;63;0;N/A;2;2;0;1;11;500;1;;-1;1;0;1;80
202 000 008 585,00;4;5;-1;N/A;2;2;0;2;-1;-1;3;;-1;2;0;1;50
202 000 008 586,00;1;A7-Sens Marseille vers Lyon;0;N/A;1;3;0;1;269;0;1;;-1;1;0;1;110
202 000 008 587,00;1;7;0;N/A;1;4;0;1;270;0;1;;-1;1;0;3;90
202 000 008 588,00;1;86;0;N/A;1;4;0;1;52;500;1;;-1;1;0;1;70
202 000 008 589,00;1;AUTOROUTE A10;0;N/A;3;6;0;1;4;119;1;;-1;1;0;1;130
202 000 008 590,00;1;A13;0;N/A;3;6;0;1;48;200;1;;-1;1;0;1;110
202 000 008 591,00;1;4;0;N/A;3;5;0;1;2;500;1;;-1;1;0;1;90
202 000 008 592,00;4;N/A;0;N/A;1;2;0;1;-1;0;1;;-1;1;0;1;50
202 000 008 593,00;4;694;0;N/A;2;2;0;1;1;0;1;;-1;1;0;1;50
202 000 008 594,00;2;1;0;N/A;1;2;2;1;4;500;1;;-1;1;9;1;50
202 000 008 595,00;3;3;0;N/A;2;4;2;1;4;300;1;;-1;1;9;1;50
202 000 008 596,00;4;N/A;0;N/A;3;1;0;2;0;1;1;;-1;1;5;1;50
202 000 008 597,00;3;106;0;N/A;2;2;0;1;0;0;1;;-1;2;8;1;50
202 000 008 598,00;4;N/A;0;N/A;2;2;0;1;54;0;3;;-1;2;0;1;50
202 000 008 599,00;7;PASTEUR (RUE);0;N/A;2;2;0;1;0;0;1;;-1;2;0;1;50
202 000 008 600,00;4;BAUDIN ( AVENUE) (VC);0;N/A;3;4;0;1;0;0;1;;-1;1;5;1;50
202 000 008 601,00;4;SABLARD (AVENUE DE);0;N/A;2;2;0;1;-1;-1;1;;-1;1;0;1;50
202 000 008 602,00;4; de Northampton;0;N/A;3;4;3;1;-1;-1;3;;-1;1;0;1;50
202 000 008 603,00;3;186;0;N/A;1;2;0;1;19;610;1;;-1;2;0;1;50
202 000 008 604,00;4;VERSOIE (AVENUE DE LA);0;N/A;2;-1;0;1;1;0;1;;-1;1;0;1;50
202 000 008 605,00;3;CHALLES (ROUTE DE);0;N/A;2;3;0;1;39;650;1;;-1;1;5;1;50
202 000 008 606,00;4;N/A;0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
202 000 008 607,00;4;N/A;0;N/A;1;2;0;3;0;0;1;;-1;1;2;1;50
202 000 008 608,00;4;BOURGNEUF (RUE);0;N/A;1;1;0;1;0;0;3;;-1;1;0;1;30
202 000 008 609,00;7;N/A;0;N/A;2;2;0;1;-1;-1;1;;-1;1;0;1;50
202 000 008 610,00;4;CHAMBERET (IMP);0;N/A;2;2;0;1;-1;-1;1;;-1;1;0;1;50
202 000 008 611,00;4;N/A;0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
202 000 008 612,00;7;48;0;N/A;3;4;3;1;10;200;1;;-1;2;0;1;50
202 000 008 613,00;7;660;0;N/A;-1;6;0;1;-1;-1;1;;-1;1;0;1;50
202 000 008 614,00;4;DELCENSERIE JULES RUE N°2-314;0;N/A;2;2;0;1;0;0;1;;-1;1;5;1;50
202 000 008 615,00;4;CAUROIR (CHEMIN DE);0;N/A;2;2;0;1;1;0;3;;-1;2;0;1;50
202 000 008 616,00;4;NORMANDIE NIEMEN ( BD );0;N/A;2;2;0;1;-1;-1;1;;-1;1;5;5;50
202 000 008 617,00;4;DU COUEDIC (RUE);0;N/A;2;2;0;1;-1;-1;1;;-1;1;0;1;30
202 000 008 618,00;4;N/A;0;N/A;2;4;0;2;0;0;1;;-1;1;0;1;50
202 000 008 619,00;1;GASNIER AVENUE;0;N/A;-1;2;0;1;1;0;1;;-1;1;0;1;50
202 000 008 620,00;4;N/A;0;N/A;2;2;0;1;-1;-1;1;;-1;1;0;1;50
202 000 008 621,00;4;MONTAIGNE AVENUE;0;N/A;-1;2;0;1;1;0;1;;-1;1;0;1;50
202 000 008 622,00;4;N/A;0;N/A;2;2;0;1;-1;-1;1;;-1;1;5;1;50
202 000 008 623,00;4;N/A;0;N/A;2;2;0;1;-1;-1;1;;-1;1;5;1;30
202 000 008 624,00;4;GRAMMONT (AVENUE DE);0;N/A;2;4;3;1;-1;-1;1;;-1;1;9;6;50
202 000 008 625,00;4;ALMA (DE L');0;N/A;2;2;1;4;-1;-1;1;;-1;1;0;1;50
202 000 008 626,00;1;VA007418 PONT JUMEAUX A620 Sortie 30;0;N/A;1;1;0;1;4;614;1;;-1;1;0;1;50
202 000 008 627,00;4;BD GRIFFOUL DORVAL;0;N/A;2;3;0;1;0;0;2;;-1;1;0;1;50
202 000 008 628,00;4;HUGO (RUE VICTOR);0;N/A;2;1;0;1;0;0;1;;-1;1;0;1;50
202 000 008 629,00;3;155;0;N/A;2;0;0;1;31;915;1;;-1;1;0;1;50
202 000 008 630,00;3;731;0;N/A;1;1;0;2;11;730;1;3,5;5;2;5;1;50
202 000 008 631,00;4;N/A;0;N/A;2;2;0;1;-1;-1;1;;-1;1;0;1;50
202 000 008 632,00;4;PRADO (AVENUE DU);0;N/A;2;4;3;1;-1;-1;1;;-1;1;0;1;50
202 000 008 633,00;4;N/A;0;N/A;2;2;0;2;1;0;1;;-1;1;9;1;50
202 000 008 634,00;4;PIERRE GUERRE (ROND-POINT);0;N/A;2;4;0;1;1;0;1;;-1;1;0;1;50
202 000 008 635,00;4;N/A;0;N/A;2;2;0;1;1;0;1;;-1;1;0;1;50
202 000 008 636,00;4;COSTE JEAN PAUL (AV );0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
202 000 008 637,00;3;RD;0;N/A;2;2;0;2;0;50;1;;-1;1;0;1;50
202 000 008 638,00;3;PAOUTE (ROUTE ET TRAVERSE DE LA);0;N/A;2;1;0;1;2;700;1;;-1;1;0;1;70
202 000 008 639,00;4;SAINT-MARTIN (RUE);0;N/A;1;1;0;1;0;0;1;;-1;1;0;1;50
202 000 008 640,00;4;N/A;0;N/A;1;4;0;1;21;300;1;;-1;2;0;1;70
202 000 008 641,00;4;N/A;0;N/A;1;1;0;2;0;0;1;;-1;1;0;1;30
202 000 008 642,00;4;N/A;0;N/A;1;1;0;1;0;1;1;;-1;1;0;1;50
202 000 008 643,00;4;N/A;0;N/A;1;1;0;1;0;0;1;;-1;1;0;4;50
202 000 008 644,00;4;N/A;0;N/A;2;4;0;2;0;0;1;;-1;1;0;1;50
202 000 008 645,00;4;N/A;0;N/A;2;3;1;2;0;0;1;;-1;1;-1;5;50
202 000 008 646,00;4;N/A;0;N/A;2;4;0;1;0;0;1;;-1;2;0;1;30
202 000 008 647,00;4;N/A;0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
202 000 008 648,00;4;N/A;0;N/A;2;6;1;1;0;0;1;;-1;1;-1;5;50
