Num_Acc;PriseEnCharge
202 000 022 392,00;2587,03
202 000 022 393,00;2787,76
202 000 022 394,00;2682,89
202 000 022 395,00;2226,54
202 000 022 396,00;2620,12
202 000 022 397,00;2627,93
202 000 022 398,00;2836,39
202 000 022 399,00;2332,88
202 000 022 400,00;1520,04
202 000 022 401,00;1938,61
202 000 022 402,00;3362,59
202 000 022 403,00;2034,61
202 000 022 404,00;2967,66
202 000 022 405,00;3591,54
202 000 022 406,00;1849,85
202 000 022 407,00;2243,26
202 000 022 408,00;1494,32
202 000 022 409,00;3669,91
202 000 022 410,00;1927,33
202 000 022 411,00;2245,72
202 000 022 412,00;3366
202 000 022 413,00;1758,23
202 000 022 414,00;2103,45
202 000 022 415,00;2168,31
202 000 022 416,00;1262,23
202 000 022 417,00;1629,51
202 000 022 418,00;1896,96
202 000 022 419,00;3024,29
202 000 022 420,00;2388,83
202 000 022 421,00;2518,67
202 000 022 422,00;3129,18
202 000 022 423,00;2748,86
202 000 022 424,00;1924,81
202 000 022 425,00;3251,9
202 000 022 426,00;2285,23
202 000 022 427,00;3068,74
202 000 022 428,00;2605,99
202 000 022 429,00;2425,74
202 000 022 430,00;3105,49
202 000 022 431,00;2341,58
202 000 022 432,00;3026,11
202 000 022 433,00;1964,86
202 000 022 434,00;2341,79
202 000 022 435,00;2324,87
202 000 022 436,00;1354,28
202 000 022 437,00;1966,33
202 000 022 438,00;2248,85
202 000 022 439,00;2609,78
202 000 022 440,00;2775,81
202 000 022 441,00;2119,96
202 000 022 442,00;2681,73
202 000 022 443,00;2401,08
202 000 022 444,00;2072,51
202 000 022 445,00;2115,65
202 000 022 446,00;2624,1
202 000 022 447,00;2654,74
202 000 022 448,00;2683,2
202 000 022 449,00;1720,04
202 000 022 450,00;1682,36
202 000 022 451,00;3465,63
202 000 022 452,00;2611,61
202 000 022 453,00;2522,73
202 000 022 454,00;2351,15
202 000 022 455,00;2214,07
202 000 022 456,00;2870,99
202 000 022 457,00;2125,81
202 000 022 458,00;3566,92
202 000 022 459,00;2568,02
202 000 022 460,00;2648,03
202 000 022 461,00;2438,66
202 000 022 462,00;2469,25
202 000 022 463,00;2049,63
202 000 022 464,00;2265,58
202 000 022 465,00;2176,8
202 000 022 466,00;2799,59
202 000 022 467,00;1956,23
202 000 022 468,00;2654,42
202 000 022 469,00;1818,27
202 000 022 470,00;2212,88
202 000 022 471,00;2167,87
202 000 022 472,00;2638,01
202 000 022 473,00;2395,58
202 000 022 474,00;2057,29
202 000 022 475,00;2540,04
202 000 022 476,00;2822,98
202 000 022 477,00;1584,66
202 000 022 478,00;2359,81
202 000 022 479,00;1875,15
202 000 022 480,00;2075,54
202 000 022 481,00;2644,34
202 000 022 482,00;2953,18
202 000 022 483,00;2695,72
202 000 022 484,00;2359,06
202 000 022 485,00;2819,85
202 000 022 486,00;2994,23
202 000 022 487,00;2717,52
202 000 022 488,00;2829,67
202 000 022 489,00;2368,56
202 000 022 490,00;2560,66
202 000 022 491,00;2199,58
202 000 022 492,00;2000,9
202 000 022 493,00;2923,48
202 000 022 494,00;1377,48
202 000 022 495,00;3166,64
202 000 022 496,00;2154,97
202 000 022 497,00;2580,77
202 000 022 498,00;1833,58
202 000 022 499,00;2202,34
202 000 022 500,00;1925,54
202 000 022 501,00;1578,52
202 000 022 502,00;2444,74
202 000 022 503,00;1700,97
202 000 022 504,00;1743,01
202 000 022 505,00;2060,78
202 000 022 506,00;1716,61
202 000 022 507,00;2095,36
202 000 022 508,00;2296,76
202 000 022 509,00;1639,14
202 000 022 510,00;2059,83
202 000 022 511,00;2392,78
202 000 022 512,00;2715,45
202 000 022 513,00;2221,77
202 000 022 514,00;3124,57
202 000 022 515,00;2537,11
202 000 022 516,00;2146,76
202 000 022 517,00;2687,87
202 000 022 518,00;2391,55
202 000 022 519,00;2333,22
202 000 022 520,00;3060,29
202 000 022 521,00;3212,37
202 000 022 522,00;2450,96
202 000 022 523,00;2302,26
202 000 022 524,00;2153,69
202 000 022 525,00;2196,82
202 000 022 526,00;2068,54
202 000 022 527,00;1738,15
202 000 022 528,00;2162,17
202 000 022 529,00;2342,13
202 000 022 530,00;2302,65
202 000 022 531,00;2252,47
202 000 022 532,00;2323,99
202 000 022 533,00;3171,83
202 000 022 534,00;2912,62
202 000 022 535,00;2616,26
202 000 022 536,00;2774,3
202 000 022 537,00;2762,2
202 000 022 538,00;2629,07
202 000 022 539,00;2706,77
202 000 022 540,00;2901,27
202 000 022 541,00;1914,81
202 000 022 542,00;2524,5
202 000 022 543,00;2190,3
202 000 022 544,00;2341,71
202 000 022 545,00;2321,25
202 000 022 546,00;2928,7
202 000 022 547,00;2563,2
202 000 022 548,00;2821,77
202 000 022 549,00;2605,36
202 000 022 550,00;2752,78
202 000 022 551,00;3094,87
202 000 022 552,00;3150,12
202 000 022 553,00;2761,32
202 000 022 554,00;2447,68
202 000 022 555,00;3140,63
202 000 022 556,00;2283,34
202 000 022 557,00;1780,05
202 000 022 558,00;2220,27
202 000 022 559,00;2070,43
202 000 022 560,00;3416,32
202 000 022 561,00;1572,03
202 000 022 562,00;2577,97
202 000 022 563,00;2249,59
202 000 022 564,00;1885,73
202 000 022 565,00;1794,93
202 000 022 566,00;3366,89
202 000 022 567,00;1978,66
202 000 022 568,00;3830,7
202 000 022 569,00;1989,23
202 000 022 570,00;1531,47
202 000 022 571,00;2098,38
202 000 022 572,00;2135,53
202 000 022 573,00;3492,26
202 000 022 574,00;1933,91
202 000 022 575,00;2471,87
202 000 022 576,00;3335,59
202 000 022 577,00;2172,15
202 000 022 578,00;2251,17
202 000 022 579,00;3026,15
202 000 022 580,00;2701,3
202 000 022 581,00;2993,33
202 000 022 582,00;2547,14
202 000 022 583,00;2920,23
202 000 022 584,00;1448,61
202 000 022 585,00;2192,19
202 000 022 586,00;2544,74
202 000 022 587,00;1894,7
202 000 022 588,00;1847,06
202 000 022 589,00;2622,91
202 000 022 590,00;2483,3
202 000 022 591,00;1823,69
202 000 022 592,00;2783,73
202 000 022 593,00;1564,32
202 000 022 594,00;2915,82
202 000 022 595,00;2271,62
202 000 022 596,00;1800,28
202 000 022 597,00;1795,19
202 000 022 598,00;2804,49
202 000 022 599,00;2520,44
202 000 022 600,00;2047,83
202 000 022 601,00;2613,33
202 000 022 602,00;2606,55
202 000 022 603,00;1622,89
202 000 022 604,00;1946,1
202 000 022 605,00;2229,28
202 000 022 606,00;2124,75
202 000 022 607,00;2749,7
202 000 022 608,00;2644,12
202 000 022 609,00;3074,86
202 000 022 610,00;2081,75
202 000 022 611,00;2008,33
202 000 022 612,00;2407,3
202 000 022 613,00;1971,68
202 000 022 614,00;2356,35
202 000 022 615,00;2399,57
202 000 022 616,00;3705,91
202 000 022 617,00;2375,33
202 000 022 618,00;2797,09
202 000 022 619,00;3962,89
202 000 022 620,00;2146,05
202 000 022 621,00;2490,9
202 000 022 622,00;2775,33
202 000 022 623,00;3244,62
202 000 022 624,00;2264,86
202 000 022 625,00;3494,09
202 000 022 626,00;1798,94
202 000 022 627,00;2674,96
202 000 022 628,00;2517,61
202 000 022 629,00;2654,92
202 000 022 630,00;1849,16
202 000 022 631,00;3487,35
202 000 022 632,00;3274,76
202 000 022 633,00;1442,26
202 000 022 634,00;2519,21
202 000 022 635,00;1778,77
202 000 022 636,00;1863,85
202 000 022 637,00;2129,34
202 000 022 638,00;2483,52
202 000 022 639,00;2243,07
202 000 022 640,00;1976,55
202 000 022 641,00;3038,58
202 000 022 642,00;2798,29
202 000 022 643,00;2661,62
202 000 022 644,00;2653,12
202 000 022 645,00;1660,47
202 000 022 646,00;2924,01
202 000 022 647,00;1854,69
202 000 022 648,00;2927,92
202 000 022 649,00;2070,82
202 000 022 650,00;2754,24
202 000 022 651,00;2129,95
202 000 022 652,00;2329,84
202 000 022 653,00;2279,69
202 000 022 654,00;3150,97
202 000 022 655,00;2264,37
202 000 022 656,00;2656,67
202 000 022 657,00;2377,45
202 000 022 658,00;3383,5
202 000 022 659,00;2926,2
202 000 022 660,00;2088,12
202 000 022 661,00;2840,35
202 000 022 662,00;2383,92
202 000 022 663,00;1525,31
202 000 022 664,00;2776,78
202 000 022 665,00;2583,33
202 000 022 666,00;2130,34
202 000 022 667,00;2626,7
202 000 022 668,00;2941,92
202 000 022 669,00;2199,52
202 000 022 670,00;3023,28
202 000 022 671,00;2464,11
202 000 022 672,00;2159,32
202 000 022 673,00;1755,65
202 000 022 674,00;2037,68
202 000 022 675,00;2887,13
202 000 022 676,00;3326,56
202 000 022 677,00;2044,29
202 000 022 678,00;2477,97
202 000 022 679,00;3271,84
202 000 022 680,00;2981,63
202 000 022 681,00;1851,71
202 000 022 682,00;2925,33
202 000 022 683,00;1894,06
202 000 022 684,00;2695,27
202 000 022 685,00;3603,17
202 000 022 686,00;3481,14
202 000 022 687,00;2927,22
202 000 022 688,00;2175,05
202 000 022 689,00;1787,81
202 000 022 690,00;2612,19
202 000 022 691,00;2426,8
202 000 022 692,00;2576,86
202 000 022 693,00;2601,31
202 000 022 694,00;2066,12
202 000 022 695,00;2276,34
202 000 022 696,00;1873,18
202 000 022 697,00;1707,79
202 000 022 698,00;2148,42
202 000 022 699,00;1954,29
202 000 022 700,00;2049,91
202 000 022 701,00;2996,08
202 000 022 702,00;2103,16
202 000 022 703,00;1908,49
202 000 022 704,00;2256,42
202 000 022 705,00;3294,81
202 000 022 706,00;1880,47
202 000 022 707,00;2754,82
202 000 022 708,00;2425,35
202 000 022 709,00;2199,08
202 000 022 710,00;2912,23
202 000 022 711,00;2474,3
202 000 022 712,00;2418,02
202 000 022 713,00;2188,41
202 000 022 714,00;2170,79
202 000 022 715,00;1806,14
202 000 022 716,00;2443,72
202 000 022 717,00;3157,64
202 000 022 718,00;2829,27
202 000 022 719,00;3085,61
202 000 022 720,00;2824,78
202 000 022 721,00;2307,84
202 000 022 722,00;3195,19
202 000 022 723,00;3694,95
202 000 022 724,00;2385,88
202 000 022 725,00;2742,13
202 000 022 726,00;2324,65
202 000 022 727,00;1783,88
202 000 022 728,00;3022,19
202 000 022 729,00;2610,87
202 000 022 730,00;3104,2
202 000 022 731,00;1898,17
202 000 022 732,00;2707,27
202 000 022 733,00;2293,27
202 000 022 734,00;2050,13
202 000 022 735,00;2655,67
202 000 022 736,00;3823,27
202 000 022 737,00;2847,04
202 000 022 738,00;2577,02
202 000 022 739,00;2620,14
202 000 022 740,00;2441,84
202 000 022 741,00;2544,35
202 000 022 742,00;2323,11
202 000 022 743,00;3024,44
202 000 022 744,00;2331,78
202 000 022 745,00;3251,87
202 000 022 746,00;1937,86
202 000 022 747,00;2532,72
202 000 022 748,00;2710,54
202 000 022 749,00;2334,53
202 000 022 750,00;2418,01
202 000 022 751,00;2437,63
202 000 022 752,00;2810,86
202 000 022 753,00;2569,53
202 000 022 754,00;2507,58
202 000 022 755,00;2517,86
202 000 022 756,00;2195,31
202 000 022 757,00;2366,41
202 000 022 758,00;2238,73
202 000 022 759,00;1746,42
202 000 022 760,00;3427,99
202 000 022 761,00;2019,46
202 000 022 762,00;1614,72
202 000 022 763,00;1648,25
202 000 022 764,00;2855,68
202 000 022 765,00;2463,26
202 000 022 766,00;2628,11
202 000 022 767,00;2108,46
202 000 022 768,00;2471,95
202 000 022 769,00;1516,77
202 000 022 770,00;2387,24
202 000 022 771,00;2237,43
202 000 022 772,00;3894,19
202 000 022 773,00;2382,26
202 000 022 774,00;2635,87
202 000 022 775,00;2051,03
202 000 022 776,00;1624,15
202 000 022 777,00;2855,4
202 000 022 778,00;1558,28
202 000 022 779,00;2180,48
202 000 022 780,00;2564,05
202 000 022 781,00;1076,28
202 000 022 782,00;1730,04
202 000 022 783,00;2452,24
202 000 022 784,00;2457,42
202 000 022 785,00;1622,68
202 000 022 786,00;1975,24
202 000 022 787,00;2279,4
202 000 022 788,00;2742,48
202 000 022 789,00;1916,72
202 000 022 790,00;1983,8
202 000 022 791,00;1590,74
202 000 022 792,00;1993,7
202 000 022 793,00;1986,44
202 000 022 794,00;1630,19
202 000 022 795,00;3198,96
202 000 022 796,00;2122,21
202 000 022 797,00;1964,87
202 000 022 798,00;3005,6
202 000 022 799,00;2133,78
202 000 022 800,00;3081,55
202 000 022 801,00;2978,29
202 000 022 802,00;2895,85
202 000 022 803,00;2501,79
202 000 022 804,00;2340,76
202 000 022 805,00;1846,24
202 000 022 806,00;3254,27
202 000 022 807,00;3062,86
202 000 022 808,00;1487,28
202 000 022 809,00;2295,89
202 000 022 810,00;2507,68
202 000 022 811,00;2125,75
202 000 022 812,00;2475,92
202 000 022 813,00;2675,59
202 000 022 814,00;2119,74
202 000 022 815,00;2345,43
202 000 022 816,00;2436,56
202 000 022 817,00;2435,59
202 000 022 818,00;2470,15
202 000 022 819,00;3041,45
202 000 022 820,00;2068,59
202 000 022 821,00;2231,01
202 000 022 822,00;2030,87
202 000 022 823,00;2858,37
202 000 022 824,00;1781
202 000 022 825,00;2838,98
202 000 022 826,00;1443,87
202 000 022 827,00;3068,77
202 000 022 828,00;3113,08
202 000 022 829,00;2536,58
202 000 022 830,00;3050,98
202 000 022 831,00;2469,8
202 000 022 832,00;2677,72
202 000 022 833,00;2565,29
202 000 022 834,00;2412,66
202 000 022 835,00;2940,08
202 000 022 836,00;1532,6
202 000 022 837,00;3223,69
202 000 022 838,00;1652,28
202 000 022 839,00;2997,92
202 000 022 840,00;2424,66
202 000 022 841,00;2846,71
202 000 022 842,00;2653,89
202 000 022 843,00;2600,69
202 000 022 844,00;2631,37
202 000 022 845,00;2773,83
202 000 022 846,00;1930,86
202 000 022 847,00;2230,73
202 000 022 848,00;2867,67
202 000 022 849,00;2177,64
202 000 022 850,00;3048,92
202 000 022 851,00;1316,87
202 000 022 852,00;2896,11
202 000 022 853,00;2159,06
202 000 022 854,00;2497,11
202 000 022 855,00;2313,72
202 000 022 856,00;2256,38
202 000 022 857,00;2544,83
202 000 022 858,00;2598,89
202 000 022 859,00;2250,93
202 000 022 860,00;2191,67
202 000 022 861,00;2560,41
202 000 022 862,00;2431,96
202 000 022 863,00;1895,65
202 000 022 864,00;2588,47
202 000 022 865,00;1987,58
202 000 022 866,00;1975,4
202 000 022 867,00;3498,45
202 000 022 868,00;2355,41
202 000 022 869,00;2442,64
202 000 022 870,00;2539,45
202 000 022 871,00;2617,12
202 000 022 872,00;2698,5
202 000 022 873,00;2481,73
202 000 022 874,00;2133,56
202 000 022 875,00;2721,79
202 000 022 876,00;1873,8
202 000 022 877,00;2662,4
202 000 022 878,00;1294,79
202 000 022 879,00;2282,7
202 000 022 880,00;2722,28
202 000 022 881,00;1134,81
202 000 022 882,00;2071,67
202 000 022 883,00;2426,59
202 000 022 884,00;3345,52
202 000 022 885,00;2450,71
202 000 022 886,00;2320,57
202 000 022 887,00;2781,71
202 000 022 888,00;2172,67
202 000 022 889,00;2193,52
202 000 022 890,00;2731,39
202 000 022 891,00;2208,29
202 000 022 892,00;1785,3
202 000 022 893,00;2533,14
202 000 022 894,00;2286,17
202 000 022 895,00;1916,66
202 000 022 896,00;2494,25
202 000 022 897,00;2429,37
202 000 022 898,00;2201,64
202 000 022 899,00;2449,29
202 000 022 900,00;1710,94
202 000 022 901,00;1957,42
202 000 022 902,00;2599,73
202 000 022 903,00;2767,79
202 000 022 904,00;1514,04
202 000 022 905,00;2893,32
202 000 022 906,00;2110,96
202 000 022 907,00;2139,74
202 000 022 908,00;2672,42
202 000 022 909,00;2718,5
202 000 022 910,00;2728,51
202 000 022 911,00;2424,33
202 000 022 912,00;2378,74
202 000 022 913,00;1629,72
202 000 022 914,00;1360,83
202 000 022 915,00;1672,6
202 000 022 916,00;1875,53
202 000 022 917,00;2000,58
202 000 022 918,00;1261,03
202 000 022 919,00;2259,19
202 000 022 920,00;2696,9
202 000 022 921,00;2088,7
202 000 022 922,00;2433,78
202 000 022 923,00;2192,16
202 000 022 924,00;2919,23
202 000 022 925,00;2880,02
202 000 022 926,00;2103,92
202 000 022 927,00;3973,33
202 000 022 928,00;2846,14
202 000 022 929,00;2122,21
202 000 022 930,00;1974,09
202 000 022 931,00;2186,6
202 000 022 932,00;2678,98
202 000 022 933,00;1769,36
202 000 022 934,00;2213,93
202 000 022 935,00;1440,76
202 000 022 936,00;1752,18
202 000 022 937,00;2444,77
202 000 022 938,00;2175,73
202 000 022 939,00;2353,89
202 000 022 940,00;2426,62
202 000 022 941,00;3123,86
202 000 022 942,00;3296,09
202 000 022 943,00;2258,26
202 000 022 944,00;2265,81
202 000 022 945,00;1525,93
202 000 022 946,00;1348,98
202 000 022 947,00;4281,76
202 000 022 948,00;2519,28
202 000 022 949,00;2261,4
202 000 022 950,00;2496,43
202 000 022 951,00;2654,8
202 000 022 952,00;2796,3
202 000 022 953,00;2580,25
202 000 022 954,00;2533,11
202 000 022 955,00;2872,74
202 000 022 956,00;2147,99
202 000 022 957,00;2465,34
202 000 022 958,00;1958,79
202 000 022 959,00;2867,92
202 000 022 960,00;2385,48
202 000 022 961,00;1484,46
202 000 022 962,00;2581,04
202 000 022 963,00;1948,06
202 000 022 964,00;2478,78
202 000 022 965,00;1455,21
202 000 022 966,00;1598,55
202 000 022 967,00;1919,43
202 000 022 968,00;1553,88
202 000 022 969,00;2554,86
202 000 022 970,00;2216,8
202 000 022 971,00;2363,64
202 000 022 972,00;2293,15
202 000 022 973,00;2511,75
202 000 022 974,00;3082,28
202 000 022 975,00;2386
202 000 022 976,00;2600,99
202 000 022 977,00;2499,57
202 000 022 978,00;2416,58
202 000 022 979,00;3453,17
202 000 022 980,00;2280,81
202 000 022 981,00;2017,42
202 000 022 982,00;2202,48
202 000 022 983,00;3232,95
202 000 022 984,00;1790,92
202 000 022 985,00;2441,31
202 000 022 986,00;2122,39
202 000 022 987,00;3349,85
202 000 022 988,00;2560,48
202 000 022 989,00;2132,59
202 000 022 990,00;3994,51
202 000 022 991,00;2403,41
202 000 022 992,00;2126,17
202 000 022 993,00;2327,46
202 000 022 994,00;2899,85
202 000 022 995,00;2094,97
202 000 022 996,00;2785,69
202 000 022 997,00;1778,96
202 000 022 998,00;2306,83
202 000 022 999,00;2386,55
202 000 023 000,00;2474,64
202 000 023 001,00;1835,77
202 000 023 002,00;2575,62
202 000 023 003,00;2024,58
202 000 023 004,00;2560,06
202 000 023 005,00;2560,38
202 000 023 006,00;2129,81
202 000 023 007,00;2567,88
202 000 023 008,00;3276,52
202 000 023 009,00;1878,73
202 000 023 010,00;1985,61
202 000 023 011,00;3171,68
202 000 023 012,00;2800,5
202 000 023 013,00;1765,56
202 000 023 014,00;2759,31
202 000 023 015,00;2550,01
202 000 023 016,00;2199,26
202 000 023 017,00;2590,3
202 000 023 018,00;1857,6
202 000 023 019,00;3200,3
202 000 023 020,00;1211,71
202 000 023 021,00;2424,3
202 000 023 022,00;1479,42
202 000 023 023,00;3470,69
202 000 023 024,00;2248,08
202 000 023 025,00;3384,76
202 000 023 026,00;2191,86
202 000 023 027,00;2444,15
202 000 023 028,00;2428,6
202 000 023 029,00;2701,35
202 000 023 030,00;3259,24
202 000 023 031,00;2352,7
202 000 023 032,00;2542,28
202 000 023 033,00;3072,76
202 000 023 034,00;2385,85
202 000 023 035,00;2429,74
202 000 023 036,00;2573,08
202 000 023 037,00;2580,8
202 000 023 038,00;2157,27
202 000 023 039,00;2659,17
202 000 023 040,00;2137
202 000 023 041,00;2944,74
202 000 023 042,00;3145,5
202 000 023 043,00;1892,46
202 000 023 044,00;2633,84
202 000 023 045,00;2495,79
202 000 023 046,00;2147,77
202 000 023 047,00;2399,78
202 000 023 048,00;2950,12
202 000 023 049,00;3188,62
202 000 023 050,00;2667,18
202 000 023 051,00;2536
202 000 023 052,00;2630,04
202 000 023 053,00;2175,9
202 000 023 054,00;2310,85
202 000 023 055,00;3235,75
202 000 023 056,00;3679,43
202 000 023 057,00;2546,18
202 000 023 058,00;2641,96
202 000 023 059,00;3023,78
202 000 023 060,00;3008,33
202 000 023 061,00;2932,04
202 000 023 062,00;2292,98
202 000 023 063,00;2785,12
202 000 023 064,00;2346,3
202 000 023 065,00;2275,96
202 000 023 066,00;2217,62
202 000 023 067,00;1853,2
202 000 023 068,00;1631,06
202 000 023 069,00;2273,03
202 000 023 070,00;2100
202 000 023 071,00;2543,05
202 000 023 072,00;3101,21
202 000 023 073,00;1725,08
202 000 023 074,00;2485,03
202 000 023 075,00;1899,03
202 000 023 076,00;1698,62
202 000 023 077,00;2745,9
202 000 023 078,00;3114,36
202 000 023 079,00;1382,17
202 000 023 080,00;2553,71
202 000 023 081,00;1942,63
202 000 023 082,00;2266,34
202 000 023 083,00;2847,2
202 000 023 084,00;2251,96
202 000 023 085,00;1912,25
202 000 023 086,00;3133,78
202 000 023 087,00;2859,68
202 000 023 088,00;2908,12
202 000 023 089,00;2590,21
202 000 023 090,00;2517,24
202 000 023 091,00;2161,92
202 000 023 092,00;2596,08
202 000 023 093,00;3046,04
202 000 023 094,00;2514,2
202 000 023 095,00;2236,66
202 000 023 096,00;2470,76
202 000 023 097,00;3571,23
202 000 023 098,00;2774,41
202 000 023 099,00;2320,38
202 000 023 100,00;2447,18
202 000 023 101,00;2628,33
202 000 023 102,00;2270,3
202 000 023 103,00;2536,42
202 000 023 104,00;3395,8
202 000 023 105,00;2613,16
202 000 023 106,00;2419,34
202 000 023 107,00;2191,85
202 000 023 108,00;2135,2
202 000 023 109,00;2259,4
202 000 023 110,00;2472,73
202 000 023 111,00;2500,4
202 000 023 112,00;3004,24
202 000 023 113,00;1352,77
202 000 023 114,00;2592,55
202 000 023 115,00;2670,29
202 000 023 116,00;2979,09
202 000 023 117,00;1989,87
202 000 023 118,00;1629,73
202 000 023 119,00;2472,08
202 000 023 120,00;2459,78
202 000 023 121,00;3424,37
202 000 023 122,00;3157,65
202 000 023 123,00;1481,57
202 000 023 124,00;1679,45
202 000 023 125,00;2382,99
202 000 023 126,00;1523,55
202 000 023 127,00;1543,42
202 000 023 128,00;1955,37
202 000 023 129,00;1388,6
202 000 023 130,00;1595,86
202 000 023 131,00;2434,3
202 000 023 132,00;1528,08
202 000 023 133,00;1408,85
202 000 023 134,00;2129,08
202 000 023 135,00;1962,47
202 000 023 136,00;2094,13
202 000 023 137,00;2882,2
202 000 023 138,00;1789,55
202 000 023 139,00;1587,72
202 000 023 140,00;1759,96
202 000 023 141,00;2360,76
202 000 023 142,00;1992,53
202 000 023 143,00;2264,25
202 000 023 144,00;2390,94
202 000 023 145,00;2203,31
202 000 023 146,00;1817,63
202 000 023 147,00;2398,52
202 000 023 148,00;2034,15
202 000 023 149,00;1807,64
202 000 023 150,00;1849,49
202 000 023 151,00;2493,46
202 000 023 152,00;2553,53
202 000 023 153,00;1802,14
202 000 023 154,00;2766,49
202 000 023 155,00;3364,31
202 000 023 156,00;1761,01
202 000 023 157,00;1835,37
202 000 023 158,00;1717,9
202 000 023 159,00;1563,42
202 000 023 160,00;1919,33
202 000 023 161,00;2825,69
202 000 023 162,00;1560,23
202 000 023 163,00;2399,49
202 000 023 164,00;2751,31
202 000 023 165,00;3263,38
202 000 023 166,00;2103,04
202 000 023 167,00;1889,18
202 000 023 168,00;1832,04
202 000 023 169,00;1976,27
202 000 023 170,00;1980,39
202 000 023 171,00;1802,72
202 000 023 172,00;2259,39
202 000 023 173,00;1888,41
202 000 023 174,00;2597,25
202 000 023 175,00;2914,47
202 000 023 176,00;1637,28
202 000 023 177,00;2309,39
202 000 023 178,00;2022,44
202 000 023 179,00;1674,62
202 000 023 180,00;1652,34
202 000 023 181,00;2530,16
202 000 023 182,00;1624,28
202 000 023 183,00;2852,49
202 000 023 184,00;2330,86
202 000 023 185,00;1946,31
202 000 023 186,00;1707
202 000 023 187,00;2212,36
202 000 023 188,00;2376,67
202 000 023 189,00;1877,44
202 000 023 190,00;2537,22
202 000 023 191,00;3121,78
202 000 023 192,00;2147,41
202 000 023 193,00;1667,94
202 000 023 194,00;1396,48
202 000 023 195,00;3118,08
202 000 023 196,00;3506,08
202 000 023 197,00;2976,23
202 000 023 198,00;3058,9
202 000 023 199,00;2250,83
202 000 023 200,00;2371,27
202 000 023 201,00;1680,11
202 000 023 202,00;2172,27
202 000 023 203,00;2404,34
202 000 023 204,00;1890,46
202 000 023 205,00;2762,06
202 000 023 206,00;2333,01
202 000 023 207,00;2918,21
202 000 023 208,00;2216,51
202 000 023 209,00;2140,26
202 000 023 210,00;2695,18
202 000 023 211,00;2039,51
202 000 023 212,00;2559,55
202 000 023 213,00;2506,36
202 000 023 214,00;2516,92
202 000 023 215,00;2868,13
202 000 023 216,00;2561,49
202 000 023 217,00;1946,39
202 000 023 218,00;3463,16
202 000 023 219,00;2312,23
202 000 023 220,00;2114,94
202 000 023 221,00;2449
202 000 023 222,00;2352,94
202 000 023 223,00;2412,58
202 000 023 224,00;2423,01
202 000 023 225,00;2759,78
202 000 023 226,00;2929,97
202 000 023 227,00;2494,75
202 000 023 228,00;1613,93
202 000 023 229,00;2298,62
202 000 023 230,00;2316,53
202 000 023 231,00;2501,3
202 000 023 232,00;3479,14
202 000 023 233,00;2703,47
202 000 023 234,00;2003,29
202 000 023 235,00;2081,39
202 000 023 236,00;2798,93
202 000 023 237,00;2575,84
202 000 023 238,00;2736,89
202 000 023 239,00;2033,56
202 000 023 240,00;3043
202 000 023 241,00;2390,8
202 000 023 242,00;2502,99
202 000 023 243,00;3022,51
202 000 023 244,00;2380,04
202 000 023 245,00;1959,16
202 000 023 246,00;3405,46
202 000 023 247,00;1344,71
202 000 023 248,00;1967,37
202 000 023 249,00;1598,13
202 000 023 250,00;2824,76
202 000 023 251,00;3644,78
202 000 023 252,00;2900,92
202 000 023 253,00;2406,71
202 000 023 254,00;2387,44
202 000 023 255,00;2376,08
202 000 023 256,00;2974,41
202 000 023 257,00;2612,46
202 000 023 258,00;3569,11
202 000 023 259,00;2321,72
202 000 023 260,00;2910,22
202 000 023 261,00;3229,88
202 000 023 262,00;1927,22
202 000 023 263,00;2255,24
202 000 023 264,00;2988,19
202 000 023 265,00;3411,42
202 000 023 266,00;1796,84
202 000 023 267,00;2099,8
202 000 023 268,00;2769,47
202 000 023 269,00;1937,5
202 000 023 270,00;1722,47
202 000 023 271,00;1672,07
202 000 023 272,00;2063,08
202 000 023 273,00;2582,16
202 000 023 274,00;2232,99
202 000 023 275,00;1723,51
202 000 023 276,00;2374,81
202 000 023 277,00;2669,29
202 000 023 278,00;2951
202 000 023 279,00;2890,64
202 000 023 280,00;2466,5
202 000 023 281,00;2082,11
202 000 023 282,00;2778,13
202 000 023 283,00;2439,03
202 000 023 284,00;2115,03
202 000 023 285,00;2741,94
202 000 023 286,00;1734,84
202 000 023 287,00;3147,75
202 000 023 288,00;1498,38
202 000 023 289,00;2739,75
202 000 023 290,00;1961,1
202 000 023 291,00;2330,57
202 000 023 292,00;1942,39
202 000 023 293,00;2081,75
202 000 023 294,00;2930,65
202 000 023 295,00;1628,37
202 000 023 296,00;2140,61
202 000 023 297,00;2261,72
202 000 023 298,00;2292,82
202 000 023 299,00;1788,82
202 000 023 300,00;1417,05
202 000 023 301,00;2539,94
202 000 023 302,00;2161,84
202 000 023 303,00;3215,74
202 000 023 304,00;2068,8
202 000 023 305,00;3097,39
202 000 023 306,00;1631,06
202 000 023 307,00;2617,35
202 000 023 308,00;2671,84
202 000 023 309,00;2337,73
202 000 023 310,00;4230,4
202 000 023 311,00;2556,37
202 000 023 312,00;2414,39
202 000 023 313,00;2616,14
202 000 023 314,00;1927,76
202 000 023 315,00;2295,33
202 000 023 316,00;2278,47
202 000 023 317,00;2548,25
202 000 023 318,00;2704,2
202 000 023 319,00;2701,42
202 000 023 320,00;2090,99
202 000 023 321,00;2734,47
202 000 023 322,00;2218,32
202 000 023 323,00;2676,97
202 000 023 324,00;2569,42
